priority,barcode,product,odoo_category,shopify_state,days_since_first_stocked,in_store_rev_30d_EGP,in_store_gp_30d_EGP,units_30d,stock_on_hand,stock_at_cost_EGP,wave
3440,1071415792099,[10714-1281-4] Stitch Sleeping Plush with Party Hat - Baby Blue,Toys,ACTIVE_UNPUBLISHED,167,450,125,1,0,0,"Wave 4 — needs reorder, older range"
3441,4895038513020,001302 My Animal Pals - Farm Set,Toys,ACTIVE_UNPUBLISHED,756,496,125,1,0,0,"Wave 4 — needs reorder, older range"
3442,1071725478099,Maltose - Slow Rising - Rebound Sugar Ice Cube Bubbles Shining Mixed color CDU 12PCS,Toys,NOT_IN_SHOPIFY,43,300,92,2,0,0,"Wave 3 — needs reorder, new range"
3443,6222360613260,[20730-3260] 3260 Toy Vacuum Cleaner with Sound and Light,Toys (Consignment),ACTIVE_UNPUBLISHED,341,1105,124,1,0,0,"Wave 4 — needs reorder, older range"
3444,1052537976002,100101056 Swim Shorts,Clothing,ACTIVE_UNPUBLISHED,470,330,124,1,0,0,"Wave 4 — needs reorder, older range"
3445,5010415335326,35326 2 X 0-6M CHERRY LATEX SOOTHER ,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,302,700,124,1,0,0,"Wave 4 — needs reorder, older range"
3446,4000191222099,C161 Girls Fur Hair Elastic,Various,NOT_IN_SHOPIFY,253,57,31,1,7,133,"Wave 2 — in stock, existing range"
3447,1004821503099,[1004841213099] S561 Baby Silicone Toothbrush - Fuchsia,Baby Essentials,ACTIVE_UNPUBLISHED,756,125,31,1,16,1260,"Wave 2 — in stock, existing range"
3448,2056619428010,Birdy Orange Swim Suit,Clothing,ACTIVE_UNPUBLISHED,756,365,31,1,6,1734,"Wave 2 — in stock, existing range"
3449,1071417396099,[10714-491] Birthday Cake Candle 12cm,Various,NOT_IN_SHOPIFY,347,57,31,3,82,525,"Wave 2 — in stock, existing range"
3450,6920241280327,[6920241280327] Pullback Metal Car Set 12 PCS,Toys (Consignment),ACTIVE_UNPUBLISHED,528,444,123,1,0,0,"Wave 4 — needs reorder, older range"
3451,1060150426099,1108 Michael Shaped Eraser,School,NOT_IN_SHOPIFY,463,97,31,14,26,101,"Wave 2 — in stock, existing range"
3452,4000191236099,C136 Rose Clip & Hair Elastic,Various,ACTIVE_UNPUBLISHED,253,55,31,1,3,52,"Wave 2 — in stock, existing range"
3453,4000191234099,C134 Butterfly Clip & Hair Elastic,Various,NOT_IN_SHOPIFY,253,55,31,1,7,122,"Wave 2 — in stock, existing range"
3454,SAN-25-GT-131,243PCS SUPER MARIO BLOCKS(4PCS/PDQ) GT-131,Toys,NOT_IN_SHOPIFY,530,400,123,1,0,0,"Wave 4 — needs reorder, older range"
3455,2065663530099,[2065663530099] SP Kids Unisex Knit Cap Spider-Man - Grey,Various (Consignment),NOT_IN_SHOPIFY,407,135,31,1,3,263,"Wave 2 — in stock, existing range"
3456,2065663540099,[2065663540099] Kids Cap SM - Blue,Various (Consignment),NOT_IN_SHOPIFY,407,135,31,1,3,263,"Wave 2 — in stock, existing range"
3457,2065663533099,[2065663533099] SP Kids Unisex Knit Cap - Grey,Various (Consignment),NOT_IN_SHOPIFY,407,135,31,1,3,263,"Wave 2 — in stock, existing range"
3458,5615030000002,حلقات تركيب بشبكه-730,Toys (Consignment),ACTIVE_UNPUBLISHED,96,400,91,1,0,0,"Wave 3 — needs reorder, new range"
3459,1023834835006,0558 Pantie,Clothing,NOT_IN_SHOPIFY,259,140,31,2,1,46,"Wave 2 — in stock, existing range"
3460,1006657139099,[1006657139099] Kids Coloring Apron - Cars,Various,NOT_IN_SHOPIFY,742,399,122,1,0,0,"Wave 4 — needs reorder, older range"
3461,5204549096219,[ 10066-SCH25-22153001] Kids Painting Apron F-Z,School,ACTIVE_UNPUBLISHED,369,399,122,1,-1,-228,"Wave 4 — needs reorder, older range"
3462,1062450367036,L S19 Sneakers,Clothing,NOT_IN_SHOPIFY,523,647,122,1,0,0,"Wave 4 — needs reorder, older range"
3463,1071752861099,"ZUR-XS-WA-118164TQ1-XSHOT WATER -WATER WARFARE-SERIES 1-FOAM SMALL BLASTER-HANG TAG, 4FACING 12PCS/PDQ",Toys,ACTIVE_UNPUBLISHED,109,295,91,1,0,0,"Wave 3 — needs reorder, new range"
3464,1023846255010,0550 Pantie,Clothing,NOT_IN_SHOPIFY,418,142,31,2,13,622,"Wave 2 — in stock, existing range"
3465,2073812190099,D6610E-موبايل بيبى +مسجل ,Toys (Consignment),ACTIVE_UNPUBLISHED,27,398,90,2,0,0,"Wave 3 — needs reorder, new range"
3466,2893517000001,65185 Baby Educational Piano,Toys (Consignment),NOT_IN_SHOPIFY,530,788,122,1,0,0,"Wave 4 — needs reorder, older range"
3467,2025090102760,70035-B/OSPIDERMAN SAVING POT(LIGHT/MUSIC/ROTATE THE,Toys (Consignment),ACTIVE_UNPUBLISHED,231,440,122,1,0,0,"Wave 4 — needs reorder, older range"
3468,4897115690631,"113103 250g cotton sand, 24 pcs",Toys (Consignment),NOT_IN_SHOPIFY,382,110,30,1,1,66,"Wave 2 — in stock, existing range"
3469,4000959001099,5040-7 Crown Stick Candle Number 7,Party,NOT_IN_SHOPIFY,603,70,30,2,2,31,"Wave 2 — in stock, existing range"
3470,8412497019069,EASY TUMBLER 430 ML - PJ MASKS,School,ACTIVE_UNPUBLISHED,756,99,30,1,1,56,"Wave 2 — in stock, existing range"
3471,2025010010022,[20730-J-3007] J-3007 Girls Hair Coloring Craft Set,Toys (Consignment),ACTIVE_UNPUBLISHED,211,535,122,1,0,0,"Wave 4 — needs reorder, older range"
3472,4001964784099,[4001964784099] Toy Iron Man Light & Sound Action Figure,Toys,NOT_IN_SHOPIFY,329,300,121,1,0,0,"Wave 4 — needs reorder, older range"
3473,6464653090926,[20695-HE0291-1] HE0291 Baby Rolling Ball Pacifier Set 8 Pieces,Toys (Consignment),ACTIVE_UNPUBLISHED,167,440,121,1,0,0,"Wave 4 — needs reorder, older range"
3474,1043684538099,Kids Girls Sunglasses 195,Various,NOT_IN_SHOPIFY,638,275,121,1,0,0,"Wave 4 — needs reorder, older range"
3475,6932995442760,Funny Dough Set Playset 22Pcs,Toys (Consignment),NOT_IN_SHOPIFY,567,575,121,1,0,0,"Wave 4 — needs reorder, older range"
3476,2025070103039,[2025070103039] Spiderman Character Figure Boxed Set - Model ZS.222-28,Toys (Consignment),ACTIVE_UNPUBLISHED,246,575,121,1,0,0,"Wave 4 — needs reorder, older range"
3477,4001594537099,[40015-246] Toddler Girls Bow Hair Clip,Various,NOT_IN_SHOPIFY,270,55,30,1,2,36,"Wave 2 — in stock, existing range"
3478,4001556125099,[40015-322] Girls Rose Hair Claw Clip,Clothing,NOT_IN_SHOPIFY,225,55,30,1,2,36,"Wave 2 — in stock, existing range"
3479,4001514247099,[4001514247099] Kids Girls Wide Headband,Various,NOT_IN_SHOPIFY,326,55,30,1,3,54,"Wave 2 — in stock, existing range"
3480,4001556113099,[40015-189-1] Girls Bow Hair Clip,Clothing,NOT_IN_SHOPIFY,225,55,30,1,1,18,"Wave 2 — in stock, existing range"
3481,4001520044099,[4001520044099] Toddler Girls Labubu Hair Claw Clip - Multicolor,Clothing,NOT_IN_SHOPIFY,414,55,30,1,13,234,"Wave 2 — in stock, existing range"
3482,4001537620099,[4001537620099] Kids Satin Scrunchie 6693 Large - Size 7,Various,NOT_IN_SHOPIFY,421,55,30,1,2,36,"Wave 2 — in stock, existing range"
3483,4001520043099,[4001520043099] Toddler Girls F-Z Letters Hair Claw Clip - Multicolor,Clothing,NOT_IN_SHOPIFY,414,55,30,1,5,90,"Wave 2 — in stock, existing range"
3484,1071402188099,[10714-02439-2] RUSS Plush Bunny - Brown,Various,ACTIVE_UNPUBLISHED,200,400,121,1,0,0,"Wave 4 — needs reorder, older range"
3485,1073634705099,7166 Baby Blanket,Clothing,ACTIVE_UNPUBLISHED,144,385,121,1,0,0,"Wave 4 — needs reorder, older range"
3486,2036585363099,271005 Cap,Clothing (Consignment),ACTIVE_UNPUBLISHED,96,300,89,2,0,0,"Wave 3 — needs reorder, new range"
3487,1043686929099,Sortit Hair Accessories 1370,Clothing,NOT_IN_SHOPIFY,190,65,30,1,1,27,"Wave 2 — in stock, existing range"
3488,1043679374099,1457 Sortit,Clothing,NOT_IN_SHOPIFY,173,65,30,1,1,27,"Wave 2 — in stock, existing range"
3489,2070150612099,Colored Hair Clip,School,NOT_IN_SHOPIFY,704,68,30,2,6,90,"Wave 2 — in stock, existing range"
3490,2025010100692,09205-B/O FISHING DISC WITH MUSIC(WITHOUT BATTERY),Toys (Consignment),ACTIVE_UNPUBLISHED,321,570,120,2,0,0,"Wave 4 — needs reorder, older range"
3491,4001550365099,[4001550365099] Girls Hair Ties,Clothing,NOT_IN_SHOPIFY,484,57,30,2,24,240,"Wave 2 — in stock, existing range"
3492,2071996728099,HT-35 SOFT BOOK,Toys (Consignment),ACTIVE_UNPUBLISHED,123,420,120,2,0,0,"Wave 4 — needs reorder, older range"
3493,9781849994514,My Busy Book Animals,Various (Consignment),ACTIVE_UNPUBLISHED,105,500,89,1,0,0,"Wave 3 — needs reorder, new range"
3494,4001562867099,[4001562867099] Girls Kitty Hair Clip,Various,NOT_IN_SHOPIFY,274,50,30,1,12,168,"Wave 2 — in stock, existing range"
3495,4001590702099,3900 Sortit 2*1,Clothing,NOT_IN_SHOPIFY,117,40,22,1,4,52,"Wave 1 — in stock, new arrival"
3496,6222366692311,[20730-231A] 231A Pizza Playset with Accessories,Toys (Consignment),ACTIVE_UNPUBLISHED,211,525,119,1,0,0,"Wave 4 — needs reorder, older range"
3497,6222360409154,[20730-B09-154] B09-154 Beads Box Arts & Crafts Set,Toys (Consignment),ACTIVE_UNPUBLISHED,407,525,119,1,0,0,"Wave 4 — needs reorder, older range"
3498,4000176001099,333 Hair Clip & Bow Hair Elastic,Clothing,NOT_IN_SHOPIFY,183,55,30,1,6,111,"Wave 2 — in stock, existing range"
3499,6944167105175,HE8966-RECORD&LEARN BABY PHONE,Toys (Consignment),ACTIVE_UNPUBLISHED,166,565,119,1,0,0,"Wave 4 — needs reorder, older range"
3500,4000135019099,Bow Headband Hair Accessory - 1034,Various,NOT_IN_SHOPIFY,463,50,30,1,10,142,"Wave 2 — in stock, existing range"
3501,1004802140099,S560-ماصه فواكه سيليكون,Baby Essentials,ACTIVE_UNPUBLISHED,751,610,119,4,0,0,"Wave 4 — needs reorder, older range"
3502,6223012632821,2x Super Kids Roll-On Pineapple 30ml,Baby Essentials,NOT_IN_SHOPIFY,656,247,30,2,1,94,"Wave 2 — in stock, existing range"
3503,4041485467649,46764 Ballpoint Pen Blue 0.7mm R-301 Original with Spring,School (Consignment),NOT_IN_SHOPIFY,532,105,30,5,75,938,"Wave 2 — in stock, existing range"
3504,1060134932099,Pencil Case 503,School,ACTIVE_UNPUBLISHED,456,340,118,1,0,0,"Wave 4 — needs reorder, older range"
3505,2073891257099,[20738-2153-1] Kids Doctor Trolley Bag - Pink,Toys (Consignment),ACTIVE_UNPUBLISHED,272,519,118,1,0,0,"Wave 4 — needs reorder, older range"
3506,4000191210099,C219 Floral Hair Claw Small,Various,NOT_IN_SHOPIFY,253,53,29,1,5,88,"Wave 2 — in stock, existing range"
3507,4000190291099,32 Hair Clip - Rose,Clothing,NOT_IN_SHOPIFY,377,50,29,1,10,146,"Wave 2 — in stock, existing range"
3508,4001590705099,135 Tic tac,Clothing,NOT_IN_SHOPIFY,117,40,22,1,1,14,"Wave 1 — in stock, new arrival"
3509,6223003242473,"Tank Insulated Plastic Water Bottle Mini Super Cool 650ml, Pink, BPA Free",School,ACTIVE_UNPUBLISHED,756,180,29,1,1,129,"Wave 2 — in stock, existing range"
3510,20701572099,Girls Hair Elastic Band,Clothing,NOT_IN_SHOPIFY,751,63,29,1,1,26,"Wave 2 — in stock, existing range"
3511,1071424612099,[10714-6346] Sitting Dog T-Shirt Plush Toy Large - Red,Toys,ACTIVE_UNPUBLISHED,166,400,116,1,0,0,"Wave 4 — needs reorder, older range"
3512,1071493687099,[10714-H293-1] H293-1 H-B-D Glitter Glasses Headband - Silver,Party,NOT_IN_SHOPIFY,137,90,29,2,4,100,"Wave 2 — in stock, existing range"
3513,5900511105285,[5900511105285] Puzzle 1000 Pieces - No. 10528,Toys (Consignment),NOT_IN_SHOPIFY,753,549,116,1,0,0,"Wave 4 — needs reorder, older range"
3514,5900511100808,[5900511100808] 10080 Puzzle (P1000),Toys (Consignment),ACTIVE_UNPUBLISHED,631,549,116,1,0,0,"Wave 4 — needs reorder, older range"
3515,5900511107647,[5900511107647] Puzzle 1000 Pieces - No. 10764,Toys (Consignment),NOT_IN_SHOPIFY,435,549,116,1,0,0,"Wave 4 — needs reorder, older range"
3516,4895038501805,000180 Soft Rattle Ball-Lion,Toys,ACTIVE_UNPUBLISHED,751,399,116,1,0,0,"Wave 4 — needs reorder, older range"
3517,4001591774099,[40015-036-1] Girls Hair Clip,Various,NOT_IN_SHOPIFY,337,50,29,1,7,105,"Wave 2 — in stock, existing range"
3518,4001564852099,3904 Kids Hair Elastic,Various,NOT_IN_SHOPIFY,321,50,29,1,8,120,"Wave 2 — in stock, existing range"
3519,0027084425611,"Mattel Hot Wheels 3 Car Pack, Multipack of 3 Hot Wheels Vehicles, Instant Starter Set, Collection of 1:64 K5904",Toys,NOT_IN_SHOPIFY,152,375,115,1,0,0,"Wave 4 — needs reorder, older range"
3520,1044885186099,20020201 Baby Cotton Blanket Set Boy - Fox & Bear & Lion,Various,ACTIVE_UNPUBLISHED,167,300,115,1,0,0,"Wave 4 — needs reorder, older range"
3521,1023895163099, 3-2004-26 Baby Blanket,Clothing,ACTIVE_UNPUBLISHED,204,390,115,1,0,0,"Wave 4 — needs reorder, older range"
3522,202512115495,789-19A جيتار صغير فرقة البوب الكورية صيادين الشياطين,Toys (Consignment),ACTIVE_UNPUBLISHED,99,375,85,1,0,0,"Wave 3 — needs reorder, new range"
3523,2073082416099,HJS5511 عروسة مرميد بالصوت و النور,Toys (Consignment),ACTIVE_UNPUBLISHED,99,375,85,1,0,0,"Wave 3 — needs reorder, new range"
3524,1023850778014,0662 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,553,158,29,1,6,656,"Wave 2 — in stock, existing range"
3525,1023891529010,0664 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,146,158,29,1,9,1008,"Wave 2 — in stock, existing range"
3526,1023891519010,0662 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,146,158,29,1,7,766,"Wave 2 — in stock, existing range"
3527,1023850779014,0662 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,553,158,29,1,2,219,"Wave 2 — in stock, existing range"
3528,2024050106190,20PCS P/B ALLOY CAR(47DESIGN MIXED),Toys (Consignment),NOT_IN_SHOPIFY,567,545,115,1,0,0,"Wave 4 — needs reorder, older range"
3529,681070107600,1549318-A Star Is Born Pink,Toys,NOT_IN_SHOPIFY,616,177,115,1,0,0,"Wave 4 — needs reorder, older range"
3530,4000732887099,320479-Animalsقاعدة تواليت سوفيت2يدأحمر*أبيض,Toys,ACTIVE_UNPUBLISHED,126,370,114,1,0,0,"Wave 4 — needs reorder, older range"
3531,1003971471006,26203632 Romper,Clothing,ACTIVE_UNPUBLISHED,120,270,85,1,0,0,"Wave 3 — needs reorder, new range"
3532,1060150424099,6562 Michael Shaped Eraser,School,NOT_IN_SHOPIFY,463,90,29,13,80,312,"Wave 2 — in stock, existing range"
3533,8001619110342,[8001619110342] Gift Card B-M,Toys (Consignment),NOT_IN_SHOPIFY,750,76,28,11,56,196,"Wave 2 — in stock, existing range"
3534,5903407164953,CB:22/580pinCB (سكاتة سيليكون متناسقة بغطاء 1ق  Newborn baby 06m روز),Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,92,777,84,3,0,0,"Wave 3 — needs reorder, new range"
3535,4000176015099,310 Stitch Snap Clip,Clothing,NOT_IN_SHOPIFY,183,54,28,1,5,95,"Wave 2 — in stock, existing range"
3536,2021090113003,7757B　 شنطة ادوات دكتور,Toys (Consignment),ACTIVE_UNPUBLISHED,130,410,113,1,0,0,"Wave 4 — needs reorder, older range"
3537,4893156034410,[4893156034410] 4M Toy DIY Traffic Light Kit,Toys (Consignment),NOT_IN_SHOPIFY,753,645,28,1,5,2688,"Wave 2 — in stock, existing range"
3538,1052576000014,Captain America Swim Suit,Clothing,NOT_IN_SHOPIFY,756,300,113,1,0,0,"Wave 4 — needs reorder, older range"
3539,2073892724099,[20738-S-B24] S-B24 Kids Classic Guitar Dream Sound - Dark Brown,Toys (Consignment),ACTIVE_UNPUBLISHED,169,498,113,2,0,0,"Wave 4 — needs reorder, older range"
3540,2024121300328,HT-53 SOFT BOOK,Toys (Consignment),NOT_IN_SHOPIFY,470,105,28,1,4,255,"Wave 2 — in stock, existing range"
3541,1071474144099,[10714-111-2] Mug 1200ml S-T - Mint,Various,ACTIVE_UNPUBLISHED,235,425,113,1,0,0,"Wave 4 — needs reorder, older range"
3542,2071935806099,HT-380 CAR TOYS,Toys (Consignment),NOT_IN_SHOPIFY,438,408,113,1,0,0,"Wave 4 — needs reorder, older range"
3543,2041040428099,TR:2024805TR (ترو علاقة سكاتة شريط),Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,25,464,83,4,0,0,"Wave 3 — needs reorder, new range"
3544,1067858837099,[1067858837099] 100 Baby Swaddle - Grey Animals,Clothing,ACTIVE_UNPUBLISHED,587,299,112,1,0,0,"Wave 4 — needs reorder, older range"
3545,2025070103411,1123 ROLLER COSTAR,Toys (Consignment),ACTIVE_UNPUBLISHED,64,395,83,1,0,0,"Wave 3 — needs reorder, new range"
3546,1054485650012,9029 Romper,Clothing,ACTIVE_UNPUBLISHED,91,452,83,1,0,0,"Wave 3 — needs reorder, new range"
3547,4001837928099,[40018-2288Q-5] Vacuum Bowling Set C-R,Toys,ACTIVE_UNPUBLISHED,321,350,112,1,0,0,"Wave 4 — needs reorder, older range"
3548,4001035747099,LT3954 Baby Soft Book Set 4*1,Toys,ACTIVE_UNPUBLISHED,307,350,112,1,0,0,"Wave 4 — needs reorder, older range"
3549,2024120100424,988-55 FRICTION FIRE TRUCK SET,Toys (Consignment),ACTIVE_UNPUBLISHED,64,608,83,1,0,0,"Wave 3 — needs reorder, new range"
3550,1069750337099,[1069750337099] Girls Hair Sortie Set,Clothing,NOT_IN_SHOPIFY,523,50,28,1,1,16,"Wave 2 — in stock, existing range"
3551,1053854720099,Shapes Bracelet Set,Adults,NOT_IN_SHOPIFY,751,66,28,1,3,90,"Wave 2 — in stock, existing range"
3552,4000150398099,1063 Hair Strand Braid Shell,Clothing,NOT_IN_SHOPIFY,456,50,28,1,1,16,"Wave 2 — in stock, existing range"
3553,4001591759099,[40015-29-6] Toddler Girls Chrome Hair Clip - Small,Various,NOT_IN_SHOPIFY,337,50,28,2,7,56,"Wave 2 — in stock, existing range"
3554,4000175984099,290 Bow Hair Clip & Hair Clip,Clothing,NOT_IN_SHOPIFY,183,50,28,1,13,208,"Wave 2 — in stock, existing range"
3555,4001583957099,211 مشبك   تيك تاك جينز,Clothing,NOT_IN_SHOPIFY,134,50,28,1,13,208,"Wave 2 — in stock, existing range"
3556,4001591793099,[40015-029] Girls Butterfly Hair Clip Small,Various,NOT_IN_SHOPIFY,337,50,28,2,12,96,"Wave 2 — in stock, existing range"
3557,4001562864099,[4001562864099] Girls Scrunchie,Various,NOT_IN_SHOPIFY,274,50,28,1,6,96,"Wave 2 — in stock, existing range"
3558,4000191284099,215 Barrette Medium,Various,NOT_IN_SHOPIFY,253,50,28,1,3,48,"Wave 2 — in stock, existing range"
3559,1044885142099,20040102 Nursing Cover Shapes (Blue),Various,ACTIVE_UNPUBLISHED,167,450,111,1,0,0,"Wave 4 — needs reorder, older range"
3560,8051708029383,FIFA world cup 2026 eco blister,Various,ACTIVE_UNPUBLISHED,117,465,82,1,0,0,"Wave 3 — needs reorder, new range"
3561,6920003351265,AST401 Magic water balloon,Toys (Consignment),ACTIVE_UNPUBLISHED,477,400,111,2,-1,-120,"Wave 4 — needs reorder, older range"
3562,071662183400,58-8340-12 PENNARELLI MAXI PUNTA LAVABILI,Toys,ACTIVE_UNPUBLISHED,377,399,111,1,0,0,"Wave 4 — needs reorder, older range"
3563,2072375354099,Art Set Bag 150pcs,Toys (Consignment),NOT_IN_SHOPIFY,396,399,111,1,0,0,"Wave 4 — needs reorder, older range"
3564,1004467511099,[1004467511099] Mobile Holder Glasses,Toys,NOT_IN_SHOPIFY,750,100,28,5,32,382,"Wave 2 — in stock, existing range"
3565,4000791284099,[40007-MBK-272K] MBK-272K Kids Hair Beading & Bracelet Making Machine Set,Toys,NOT_IN_SHOPIFY,291,405,110,1,0,0,"Wave 4 — needs reorder, older range"
3566,1054474358099,Bear Head Baby Sleeping Bag,Clothing,ACTIVE_UNPUBLISHED,706,602,110,1,0,0,"Wave 4 — needs reorder, older range"
3567,1069717532099,[1069717532099] Girls Hair Clip,Various,NOT_IN_SHOPIFY,554,50,27,1,3,48,"Wave 2 — in stock, existing range"
3568,4000191237099,C130 Clip & Hair Elastic,Various,NOT_IN_SHOPIFY,253,54,27,1,10,200,"Wave 2 — in stock, existing range"
3569,4001513113099,[4001513113099] Toddler Girls Lolly Scrunchie,Various,ACTIVE_UNPUBLISHED,215,54,27,1,4,80,"Wave 2 — in stock, existing range"
3570,4001556983099,[40015-200-1] Toddler Girls Hair Clip - Gold,Clothing,NOT_IN_SHOPIFY,341,54,27,1,3,60,"Wave 2 — in stock, existing range"
3571,2041084252099,TR:2025123TR Tro Teether & Pacifier - Silicone Bottle & Nipple Cleaning Brush GOLD,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,174,984,109,3,0,0,"Wave 4 — needs reorder, older range"
3572,5900511109306,[10331-10930] Puzzle 1000 Pieces,Toys (Consignment),ACTIVE_UNPUBLISHED,330,615,109,1,0,0,"Wave 4 — needs reorder, older range"
3573,4041485310594,31059 Ballpoint Pen Blue 0.7mm R-301,School (Consignment),NOT_IN_SHOPIFY,532,104,27,8,89,712,"Wave 2 — in stock, existing range"
3574,4041485431848,43184 Ballpoint Pen Blue 1.0mm R-301,School (Consignment),NOT_IN_SHOPIFY,532,104,27,8,64,512,"Wave 2 — in stock, existing range"
3575,1054492146099, 8908 Bib,Clothing,ACTIVE_UNPUBLISHED,201,335,109,1,0,0,"Wave 4 — needs reorder, older range"
3576,6223006011250,BO-1001Toy Story Bowling Set,Toys,ACTIVE_UNPUBLISHED,571,285,109,1,0,0,"Wave 4 — needs reorder, older range"
3577,1071413228099,[1071413228099] Plush Sitting Teddy Bear with Bow - Light Brown,Various,ACTIVE_UNPUBLISHED,264,500,109,1,0,0,"Wave 4 — needs reorder, older range"
3578,1014150394032,514 Sandal,Clothing,NOT_IN_SHOPIFY,502,564,27,2,3,701,"Wave 2 — in stock, existing range"
3579,1014156055035,079 Sandal,Clothing,NOT_IN_SHOPIFY,550,564,27,2,5,1169,"Wave 2 — in stock, existing range"
3580,4892900887258,88725 Nile Crocodile,Toys,ACTIVE_UNPUBLISHED,348,390,108,1,0,0,"Wave 4 — needs reorder, older range"
3581,2024110107112,[2024110107112] Toy Microwave with Sound & Light + Accessories,Toys (Consignment),ACTIVE_UNPUBLISHED,260,698,108,1,0,0,"Wave 4 — needs reorder, older range"
3582,6937645542142,4214 BLOCK COGO,Toys (Consignment),ACTIVE_UNPUBLISHED,655,610,108,1,0,0,"Wave 4 — needs reorder, older range"
3583,1053874274099,294 Pendant Beads,Various,NOT_IN_SHOPIFY,223,65,27,1,6,180,"Wave 2 — in stock, existing range"
3584,1053837648099,Cat Initial 272,Various,NOT_IN_SHOPIFY,420,65,27,1,12,360,"Wave 2 — in stock, existing range"
3585,5060926686813,Original Hair Brush - Blue,Various,NOT_IN_SHOPIFY,418,613,108,1,0,0,"Wave 4 — needs reorder, older range"
3586,1043686935099,Hair Elastic 1159,Clothing,NOT_IN_SHOPIFY,190,58,27,1,1,24,"Wave 2 — in stock, existing range"
3587,2073339461012,CD031-B-PEB Romper ,Clothing (Consignment),ACTIVE_UNPUBLISHED,134,1079,107,1,0,0,"Wave 4 — needs reorder, older range"
3588,4000732906099,616-Speed push machine capy bara,Toys,ACTIVE_UNPUBLISHED,126,300,107,2,0,0,"Wave 4 — needs reorder, older range"
3589,4000732905099,615-Speed push machine labubu beig,Toys,ACTIVE_UNPUBLISHED,126,300,107,2,0,0,"Wave 4 — needs reorder, older range"
3590,4001064871099,6286A Kuromi Bubble Gun - Purple,Toys,NOT_IN_SHOPIFY,298,350,107,1,0,0,"Wave 4 — needs reorder, older range"
3591,1069237987099,B02706AN-650 ML Red Cool Gear Water Bottle ,School,ACTIVE_UNPUBLISHED,398,369,107,1,0,0,"Wave 4 — needs reorder, older range"
3592,205669369509M,23617 Girls Skirt,Clothing,NOT_IN_SHOPIFY,413,314,27,1,6,1494,"Wave 2 — in stock, existing range"
3593,6920250106670,V21-3A WATER BALLOONS 111 PIC,Toys,NOT_IN_SHOPIFY,476,189,107,1,0,0,"Wave 4 — needs reorder, older range"
3594,1033135906099,1893-44 شخصيه لاعيب كورة,Toys (Consignment),ACTIVE_UNPUBLISHED,106,375,79,1,0,0,"Wave 3 — needs reorder, new range"
3595,1033135919099,1893-44 شخصيه لاعيب كورة,Toys (Consignment),ACTIVE_UNPUBLISHED,106,375,79,1,0,0,"Wave 3 — needs reorder, new range"
3596,9781408849583,Lulu Loves Shapes,Various (Consignment),ACTIVE_UNPUBLISHED,82,445,79,1,0,0,"Wave 3 — needs reorder, new range"
3597,9781408849637,Lulu Loves Noises,Various (Consignment),ACTIVE_UNPUBLISHED,82,445,79,1,0,0,"Wave 3 — needs reorder, new range"
3598,9781916549425, Roblox Unite Tin,School (Consignment),NOT_IN_SHOPIFY,745,600,106,1,0,0,"Wave 4 — needs reorder, older range"
3599,9781910764435, Sticker Fun  Unicorns,Various (Consignment),NOT_IN_SHOPIFY,751,150,27,1,1,105,"Wave 2 — in stock, existing range"
3600,2072012652099,TT 2X 0-6M MODA STHR (Pack Of 2),Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,600,600,106,1,0,0,"Wave 4 — needs reorder, older range"
3601,2072086925099, 2X 0-6M ANYTIME STHR  (Pack Of 2) 33544,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,140,600,106,1,0,0,"Wave 4 — needs reorder, older range"
3602,6222049760330,Tropical Fruits Medium Pouch,Summer (Consignment),ACTIVE_UNPUBLISHED,138,599,106,1,0,0,"Wave 4 — needs reorder, older range"
3603,1071431604099,[10714-2090B2] Water Gun - White & Navy,Toys,NOT_IN_SHOPIFY,389,360,106,1,0,0,"Wave 4 — needs reorder, older range"
3604,1004850691099,S241-كوب شاليموه بيد 260ملى +12,Baby Essentials,ACTIVE_UNPUBLISHED,517,603,106,2,0,0,"Wave 4 — needs reorder, older range"
3605,0025746,Gift Card 46,Party,NOT_IN_SHOPIFY,751,70,26,2,76,1330,"Wave 2 — in stock, existing range"
3606,4000175968099,304 Large Scrunchie,Clothing,NOT_IN_SHOPIFY,183,50,26,1,12,210,"Wave 2 — in stock, existing range"
3607,4001273003099,1904 Magic sand art 600G,Toys,ACTIVE_UNPUBLISHED,104,260,78,1,0,0,"Wave 3 — needs reorder, new range"
3608,2071996895099,5050 FISHING SET,Toys (Consignment),ACTIVE_UNPUBLISHED,123,380,105,1,0,0,"Wave 4 — needs reorder, older range"
3609,2024110104067,1135 DINOSAUR PAIRMG SHAPE,Toys (Consignment),ACTIVE_UNPUBLISHED,64,370,78,2,0,0,"Wave 3 — needs reorder, new range"
